SA1_CODE_2021,P_NS_0_14,P_NS_15_24,P_NS_25_34,P_NS_35_44,P_NS_45_54,P_NS_55_64,P_NS_65_74,P_NS_75_84,P_NS_85_over,P_NS_Tot,P_Tot_0_14,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85_over,P_Tot_Tot
80107109017,8,0,7,0,4,3,0,0,0,24,35,19,31,28,21,28,11,0,0,187
80107109018,4,0,9,3,0,3,0,0,0,23,84,30,40,54,33,46,49,20,9,362
80107109019,4,6,3,0,5,4,0,0,0,19,125,48,75,78,51,53,51,20,7,501
80107109020,3,5,4,0,0,3,0,0,0,27,67,33,61,48,36,45,25,7,3,314
80107113201,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,7
80107113202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5
80108109101,3,0,0,0,0,0,0,0,0,10,53,21,9,39,36,49,41,26,9,273
80108109102,4,0,3,0,4,0,0,5,0,14,69,45,19,51,48,40,42,19,6,344
80108109103,5,8,0,3,0,3,4,0,0,28,53,39,22,43,61,39,53,59,17,383
80108109104,3,0,0,3,0,0,3,0,0,10,44,23,20,28,29,33,37,28,3,247
80108109105,0,0,4,0,0,0,0,4,0,15,74,49,14,47,51,55,44,21,5,360
80108109106,0,5,0,3,0,6,0,4,0,19,74,42,29,50,75,61,65,39,8,442
80108109107,5,5,0,3,0,6,0,0,0,19,61,42,14,30,53,51,40,49,7,350
80108109108,0,4,0,0,0,0,3,3,0,13,95,55,27,60,74,62,60,33,5,460
80108109201,4,0,4,6,3,11,6,0,0,35,82,75,96,70,69,63,47,25,14,542
80108109202,6,3,0,6,3,3,0,0,0,26,84,51,42,61,62,46,49,16,9,427
80108109203,0,3,0,0,3,5,0,0,0,21,91,52,52,68,49,53,42,21,5,434
80108109204,0,0,3,5,0,5,0,3,0,21,70,37,33,47,48,33,30,24,5,327
80108109205,3,0,0,5,4,0,0,0,0,16,67,35,46,51,47,34,25,30,6,336
80108109206,0,0,0,0,0,0,0,0,0,3,61,42,33,47,54,33,30,25,6,335
80108109207,6,0,0,0,4,3,5,9,0,30,65,34,27,42,64,47,32,30,10,351
80108109208,3,5,4,5,5,4,0,0,0,27,126,56,30,71,92,55,41,39,6,513
80108109209,0,0,0,0,4,0,0,0,0,7,14,35,13,3,31,13,6,4,0,118
80108109210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80108109301,3,3,4,0,7,0,0,7,4,26,74,36,58,52,59,22,77,80,34,492
80108109302,3,0,0,4,4,4,0,0,0,20,58,28,29,32,48,17,23,16,10,266
80108109303,9,0,10,7,0,6,4,0,0,37,96,52,57,75,68,50,34,33,9,474
80108109304,18,7,4,5,8,9,4,5,0,50,168,75,87,122,124,75,48,49,11,754
80108109305,11,10,6,5,7,4,8,0,0,45,158,62,59,104,87,59,50,32,8,619
80108109306,9,0,5,6,8,3,0,0,0,22,144,49,90,96,75,64,54,34,7,616
80108109401,8,0,7,3,4,3,3,0,0,30,94,51,43,63,78,39,55,30,10,450
80108109402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80108109403,0,0,4,0,0,0,4,0,0,14,31,40,24,28,38,30,29,14,0,239
80108109404,7,5,3,6,5,7,0,4,0,37,107,49,94,107,84,83,68,61,25,673
80108109405,16,0,5,0,3,0,0,0,0,28,143,58,55,76,93,55,76,38,13,590
80108109406,8,8,0,0,11,4,0,0,0,34,95,62,75,91,72,40,24,23,6,492
80108109407,8,0,7,0,0,4,6,0,0,29,68,32,46,53,46,60,33,34,10,372
80108109501,9,5,0,4,4,0,5,0,0,31,73,22,44,54,38,25,29,14,4,303
80108109502,4,3,3,8,0,0,0,0,0,21,83,31,43,69,36,38,36,19,4,355
80108109503,0,4,0,4,0,0,0,0,0,11,59,31,39,46,34,21,23,16,3,263
80108109504,4,6,3,3,0,0,3,0,0,14,54,37,30,36,53,46,71,44,17,389
80108109505,8,12,12,7,11,0,3,3,0,54,111,46,70,80,64,39,50,30,5,492
80108109506,4,9,0,3,3,0,3,0,0,16,72,30,37,39,56,34,16,10,3,301
80108109507,9,0,0,6,0,3,0,6,0,26,70,33,55,53,46,49,37,30,9,384
80108109508,7,6,0,4,4,0,6,0,0,24,109,49,48,74,68,48,62,24,14,498
80108109509,3,3,0,0,0,0,0,0,0,13,60,52,47,46,49,38,30,29,6,363
80108109601,3,0,4,5,0,5,0,0,0,16,49,29,46,39,53,57,62,35,14,386
80108109602,6,0,4,0,5,0,0,0,0,15,47,39,33,41,52,53,42,31,8,344
80108109603,12,3,3,3,9,3,3,0,0,38,120,68,66,68,90,65,80,32,12,608
80108109604,5,0,3,7,3,0,0,3,8,32,74,26,39,51,42,31,68,81,97,506
80108109605,6,0,0,0,0,0,0,0,0,15,89,40,31,50,50,32,42,14,0,354
80108109701,0,0,0,0,7,3,14,4,6,30,104,42,56,63,58,54,68,57,12,506
80108109702,0,0,0,6,0,0,0,0,0,9,90,53,47,65,62,41,24,31,7,434
80108109703,7,0,7,10,4,3,3,0,0,42,100,42,53,71,68,50,43,22,13,467
80108109705,0,10,6,0,4,0,0,3,0,20,37,25,39,38,26,17,18,9,5,204
80108109706,6,3,9,0,5,3,0,4,0,23,62,35,36,46,48,33,39,25,3,333
80108109707,7,3,5,7,3,3,0,0,0,32,109,55,64,78,63,39,33,21,5,464
80108109708,3,0,9,5,4,0,3,0,0,23,75,37,61,60,39,23,32,32,6,378
80108109801,0,0,3,0,3,8,3,13,18,53,64,31,35,40,44,31,50,66,51,411
80108109802,0,0,4,0,0,0,0,0,0,14,81,28,52,59,48,34,40,24,4,372
80108109804,0,0,0,0,4,5,0,0,0,12,47,24,9,24,38,27,38,36,14,253
80108109806,6,0,0,0,0,0,8,3,10,28,48,25,50,50,35,27,51,36,18,339
80108109807,0,0,0,3,0,4,3,5,6,18,40,27,32,36,36,36,48,64,60,386
80108109808,0,0,0,0,11,4,7,4,0,21,83,59,39,53,80,46,56,36,9,449
80108109809,0,0,0,0,5,0,0,0,0,9,120,61,65,69,90,58,43,44,5,551
80108109810,9,0,0,7,3,0,0,0,0,19,38,15,12,34,23,18,12,17,0,184
80108109811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80108109812,3,0,3,0,0,0,6,0,0,7,70,44,65,62,32,17,18,3,0,316
80108109813,5,0,4,0,0,6,0,0,0,11,87,35,17,68,50,34,9,7,5,325
80108109814,8,6,0,9,0,0,0,0,0,19,87,39,48,65,57,47,43,30,8,420
80108113301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80109109901,9,9,11,5,3,4,0,0,0,45,126,85,177,141,83,81,64,50,16,817
80109109902,3,0,3,5,0,8,0,0,0,24,79,70,177,102,76,53,31,36,13,642
80109109903,5,3,0,0,4,3,0,0,0,12,81,52,27,58,56,40,24,19,6,363
80109109904,0,0,4,5,3,0,3,0,0,23,55,45,43,45,48,48,51,31,10,374
80109109905,5,6,3,4,6,0,3,0,0,34,91,52,75,63,63,55,30,44,17,481
80109110001,5,3,0,6,3,3,0,3,0,26,98,44,34,62,77,69,43,50,13,487
80109110002,9,3,3,4,4,3,0,0,0,23,98,50,24,55,57,49,45,21,14,414
80109110003,9,3,0,5,0,4,0,0,0,13,56,35,16,33,33,41,30,39,75,360
80109110004,3,4,0,4,0,5,0,3,0,19,141,69,71,126,89,68,53,41,18,667
80109110005,3,0,0,0,4,0,3,0,0,15,96,67,36,56,92,78,53,39,20,542
80109110006,10,8,0,0,8,0,0,0,0,28,102,51,24,70,62,72,35,23,7,449
80109110007,0,5,0,0,4,5,0,0,0,17,56,22,19,41,26,45,30,11,6,254
80109110008,0,0,0,8,7,3,0,4,0,30,111,64,123,87,93,73,48,39,3,655
80109110010,4,0,4,3,8,4,3,0,0,28,112,56,52,78,93,60,37,30,13,530
80109110011,0,0,0,0,0,0,0,0,0,8,52,25,42,40,30,26,22,14,4,255
80109110012,0,0,0,4,4,0,0,0,0,17,78,52,39,53,77,63,48,31,14,472
80109110013,0,0,4,0,0,0,0,0,0,11,35,35,90,51,23,15,6,5,0,249
80109110014,5,4,0,6,0,0,0,0,0,14,40,28,24,42,27,27,22,16,15,239
80109110101,0,6,6,4,3,0,0,0,0,20,54,30,56,45,45,29,17,12,8,289
80109110102,0,0,7,0,3,0,0,0,0,11,90,47,42,59,59,55,29,25,12,418
80109110104,7,4,0,0,8,0,0,0,0,32,89,66,58,53,56,51,18,19,4,411
80109110105,0,0,0,4,3,3,7,7,30,62,77,44,36,62,53,57,55,56,81,510
80109110106,9,5,0,4,0,0,13,8,4,44,50,34,27,43,32,29,69,134,62,474
80109110107,0,0,10,0,10,4,7,5,0,25,110,68,65,67,86,75,44,31,11,545
80109110108,4,4,0,0,3,5,0,4,0,22,101,50,29,66,75,56,58,53,10,495
80109110109,0,0,0,0,9,4,4,0,0,21,74,51,17,35,61,48,27,21,13,351
80109110110,0,3,0,0,0,0,0,0,0,6,53,48,36,26,44,41,21,19,8,289
80109110201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80109110202,4,3,0,0,8,7,0,5,0,26,142,55,55,100,55,56,50,70,64,657
80109110203,4,0,0,0,0,6,0,0,0,16,110,62,33,66,74,56,31,42,15,490
80109110204,0,0,0,0,3,0,0,0,0,11,42,61,24,13,60,53,42,32,18,336
80109110205,0,0,0,0,0,0,0,0,0,3,66,20,31,39,35,34,32,24,5,280
80109110206,0,4,0,0,0,0,0,0,0,3,50,33,21,52,43,30,31,28,3,290
80109110207,3,0,8,9,7,3,0,0,0,27,184,48,115,192,82,62,66,26,6,793
80109110209,3,4,0,0,6,4,0,8,0,17,84,38,12,40,53,34,23,31,8,319
80109110210,0,6,14,10,9,14,19,13,0,89,0,8,24,23,19,25,38,24,8,166
80109110211,0,0,5,0,0,0,0,0,0,12,94,26,38,65,57,40,30,25,11,380
80109110301,0,0,0,5,4,4,0,0,0,21,68,45,109,75,50,37,37,17,0,441
80109110302,6,3,0,4,0,3,4,0,0,25,79,49,17,44,50,72,46,14,11,385
80109110303,0,0,0,0,0,0,0,0,0,9,86,32,41,55,53,49,39,25,5,381
80109110304,7,0,0,0,6,0,0,0,0,22,89,75,20,47,78,74,33,31,16,464
80109110305,4,0,0,0,4,0,0,0,0,14,57,24,26,22,56,35,28,26,6,290
80109110306,6,0,4,5,5,0,9,9,38,57,73,45,32,46,51,47,53,74,140,569
80109110307,6,3,3,5,4,7,0,0,0,24,86,61,60,75,58,57,35,23,24,474
80109110308,0,0,3,0,0,0,0,0,0,11,51,17,25,37,32,22,18,14,4,215
80109110401,11,0,9,8,0,8,0,0,0,36,92,69,62,79,89,124,95,53,18,676
80109110402,0,0,0,0,11,0,5,3,0,18,52,27,43,49,45,39,26,24,3,311
80109110403,0,0,0,0,5,4,3,3,0,23,82,42,34,52,55,63,79,40,17,462
80109110404,0,0,3,0,0,5,0,3,0,14,53,38,32,36,50,83,67,47,6,414
80109110405,3,3,5,4,0,4,3,5,0,26,64,49,34,47,57,77,77,75,29,522
80109110406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80109110501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80109110502,6,6,7,3,7,0,0,0,5,30,114,82,94,93,84,69,33,34,8,618
80109110503,0,0,3,4,0,0,0,4,0,18,62,47,78,71,46,30,23,24,10,382
80109110504,6,5,6,5,3,6,6,11,5,46,57,33,121,68,46,50,67,113,61,606
80109110505,8,0,0,0,5,0,6,0,0,13,88,44,31,73,73,32,19,18,15,391
80109110506,12,9,0,7,0,4,5,0,0,34,112,77,92,74,76,74,31,30,9,574
80109110507,14,8,7,0,6,4,0,4,0,42,121,82,210,99,82,34,32,18,6,693
80109110601,0,3,6,5,3,4,0,0,0,24,128,67,79,106,52,66,41,22,10,570
80109110602,14,3,4,9,0,10,0,0,0,36,113,55,90,86,78,74,41,45,3,594
80109110603,9,4,4,6,3,5,3,0,0,35,83,59,77,72,59,52,37,19,5,475
80109110604,0,0,0,0,0,0,0,0,0,11,42,31,35,31,34,34,30,31,14,282
80109110605,12,0,17,15,0,5,0,0,0,47,79,42,225,112,34,39,17,12,0,554
80109110606,10,0,8,4,0,3,5,3,0,29,65,51,24,34,50,66,86,77,20,474
80109110607,4,0,0,5,4,4,0,0,0,18,105,43,38,76,78,59,45,39,23,486
80109110701,0,0,4,0,0,4,5,0,3,19,37,28,21,22,30,46,60,43,14,304
80109110702,0,6,0,4,7,6,0,0,0,28,91,90,42,46,116,97,92,48,7,625
80109110801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80109110802,6,5,0,0,0,4,6,0,0,13,40,39,17,35,34,32,36,22,4,253
80109110803,3,0,5,3,0,7,0,4,0,26,101,75,79,74,74,76,47,51,12,592
80109110804,5,6,6,4,5,3,0,0,0,27,76,55,57,59,69,53,46,43,17,467
80109110805,0,4,5,0,0,0,0,0,0,13,78,56,41,43,77,53,39,38,4,442
80109110806,8,0,0,0,4,6,7,6,0,21,64,55,17,38,57,61,44,30,8,364
80109110807,8,8,0,0,3,8,0,0,4,28,97,53,59,78,83,77,56,39,24,567
80109110901,0,0,0,0,0,0,0,0,0,3,23,15,61,41,22,22,18,15,16,225
80109110904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80109110905,0,0,0,0,3,0,3,0,0,20,23,18,59,28,37,28,22,13,5,230
80109110907,0,0,7,0,0,5,0,0,0,10,45,22,120,61,38,23,17,7,0,343
80109110908,0,0,7,5,3,0,0,0,0,20,51,30,125,82,27,33,12,4,0,361
80109110910,3,0,3,0,0,0,3,0,0,19,57,33,79,85,51,38,35,22,3,398
80109110913,0,0,3,0,0,5,5,0,0,13,33,21,46,42,38,36,22,10,5,256
80109110915,5,5,9,3,11,0,0,0,0,30,105,56,214,122,62,27,14,11,0,610
80109110916,0,3,6,4,0,4,0,0,0,14,35,68,221,78,37,35,16,3,0,493
80109110917,0,5,14,13,0,0,0,0,0,46,91,103,369,177,59,51,23,8,7,891
80109110918,0,4,9,0,3,0,0,3,0,23,52,38,162,76,48,45,26,21,3,468
80109110919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80109110920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80109110921,0,12,36,4,7,7,8,0,0,84,64,167,423,109,82,43,25,4,0,917
80109111001,11,11,7,7,5,0,0,0,0,42,117,73,61,76,93,49,34,34,13,551
80109111002,13,4,9,3,5,4,6,0,0,46,105,50,66,72,70,53,45,35,5,496
80109111003,0,0,0,4,0,3,4,0,0,16,53,24,23,39,37,41,19,15,8,263
80109111004,5,0,0,0,3,3,0,0,0,18,120,57,57,85,61,34,27,25,3,469
80109111005,4,4,6,4,0,0,0,0,0,24,62,44,29,42,48,48,33,20,3,327
80109111006,8,4,0,0,4,6,0,0,0,23,62,44,15,26,61,48,29,24,9,319
80110113401,0,0,0,0,0,0,5,0,0,5,0,0,0,5,0,0,5,0,0,13
80110113505,6,4,7,0,0,0,0,0,0,16,80,50,90,66,26,11,8,0,0,339
80110113506,4,0,0,0,0,0,0,0,0,17,136,37,44,105,63,24,23,7,0,449
80110113507,6,0,3,0,3,0,0,0,0,15,34,26,77,35,20,7,3,0,0,208
80110113508,3,7,14,0,3,0,0,4,0,39,106,64,118,103,70,34,13,4,10,526
80110113509,0,0,5,5,0,0,0,0,0,18,109,59,172,120,38,29,18,7,0,549
80110113510,0,0,0,0,0,0,0,0,0,0,105,24,87,88,32,20,8,0,0,362
80110113511,0,5,3,0,4,0,0,0,0,19,93,59,191,102,41,22,4,0,0,501
80110113512,11,0,3,3,0,3,0,0,0,24,96,41,126,73,32,12,6,0,0,381
80110113513,0,0,7,7,0,0,0,0,0,18,142,61,149,137,41,29,11,8,0,576
80110113514,12,13,12,9,4,0,0,0,0,46,142,81,166,100,45,8,6,3,0,567
80110113515,7,3,0,5,0,0,0,0,0,10,125,36,28,98,61,24,13,5,0,397
80110113602,0,0,0,0,6,0,0,0,0,10,76,18,43,61,25,11,10,0,0,245
80110113603,8,0,0,3,6,0,0,0,0,13,176,56,62,156,78,32,11,0,0,562
80110113604,4,0,12,4,3,3,0,0,0,28,81,69,248,91,33,29,14,0,0,563
80110113605,0,5,4,0,0,0,0,0,0,20,163,35,60,147,43,37,12,6,0,504
80110113606,8,10,9,16,4,3,0,0,0,45,228,80,248,211,67,24,18,3,0,882
80110113701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80110113901,4,0,6,6,0,0,0,0,0,22,123,31,110,119,31,22,9,3,0,443
80110113902,4,3,3,0,0,0,0,0,0,12,107,26,36,96,59,37,21,3,0,392
80110113903,5,0,16,0,0,0,0,0,0,20,39,43,175,67,26,27,16,9,3,401
80110113904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80110113905,13,9,24,3,6,0,3,0,0,53,93,70,171,98,40,31,11,4,0,520
80110113906,5,5,0,4,6,0,3,0,0,25,144,66,50,122,81,30,25,9,0,532
80110113907,5,3,5,3,3,3,0,0,0,22,81,30,103,58,41,19,6,0,0,334
80110113908,3,0,4,3,0,0,3,0,0,20,100,39,46,99,46,35,17,7,0,401
80110113909,0,0,5,4,0,0,0,0,0,15,39,54,135,64,24,13,12,0,0,329
80110113910,0,0,14,0,0,0,8,0,0,13,40,67,182,77,39,19,18,0,4,454
80110114501,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,4,0,0,0,4
80110114601,0,0,0,0,0,0,0,0,0,0,4,0,0,6,0,0,0,0,0,7
80111114001,0,0,0,0,4,0,0,0,0,5,23,9,7,18,6,8,3,0,3,75
80111114002,0,0,0,0,0,0,5,0,0,8,9,9,20,5,10,16,12,0,0,76
80111114004,0,0,0,0,0,5,0,0,0,3,21,3,18,6,9,14,8,0,0,82
80111114005,0,0,0,0,0,0,0,3,0,3,5,0,0,0,6,4,0,3,0,15
80111114006,3,4,3,4,0,4,7,0,0,21,80,40,38,66,45,29,6,3,0,309
80111114101,0,4,0,0,7,3,0,0,0,16,23,7,11,0,13,13,4,0,0,63
89797979991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89999949999,7,21,17,35,22,22,11,0,0,138,50,148,108,104,77,78,34,10,4,605
